"CONTIG","MB.VERYSENSTIVE","MB.SENSITIVE","MB.SUPERSPECIFIC","CORRELATION_ABUNDANCIES","KMEANS_ABUNDANCIES_90"
"A_C_D_contig_65036",0,0,0,2,17
"A_C_D_contig_65037",0,0,0,3,30
"A_C_D_contig_65038",0,0,0,8,33
"A_C_D_contig_65039",0,0,0,2,44
"A_C_D_contig_6504",74,82,0,2,82
"A_C_D_contig_65040",0,0,0,8,25
"A_C_D_contig_65041",0,0,0,3,5
"A_C_D_contig_65042",0,0,0,5,70
"A_C_D_contig_65043",0,0,0,4,79
"A_C_D_contig_65044",0,0,0,3,30
"A_C_D_contig_65045",0,0,0,2,9
"A_C_D_contig_65046",0,0,0,2,44
"A_C_D_contig_65047",0,0,0,2,52
"A_C_D_contig_65048",0,0,0,3,5
"A_C_D_contig_65049",0,0,0,2,9
"A_C_D_contig_6505",0,0,0,6,71
"A_C_D_contig_65050",0,0,0,8,22
"A_C_D_contig_65051",0,0,0,3,53
"A_C_D_contig_65052",0,0,0,1,18
"A_C_D_contig_65053",0,0,0,8,25
"A_C_D_contig_65054",0,0,0,2,28
"A_C_D_contig_65055",0,0,0,2,31
"A_C_D_contig_65056",103,103,120,8,4
"A_C_D_contig_65057",0,0,0,3,43
"A_C_D_contig_65058",0,0,0,5,25
"A_C_D_contig_65059",0,0,0,4,28
"A_C_D_contig_6506",0,0,0,4,47
"A_C_D_contig_65060",0,0,0,2,44
"A_C_D_contig_65061",0,0,0,3,33
"A_C_D_contig_65062",0,0,0,2,52
"A_C_D_contig_65063",0,0,0,8,41
"A_C_D_contig_65064",0,0,0,3,5
"A_C_D_contig_65065",0,0,0,3,48
"A_C_D_contig_65066",0,0,0,8,53
"A_C_D_contig_65067",0,0,0,3,81
"A_C_D_contig_65068",0,0,0,5,63
"A_C_D_contig_65069",0,0,0,3,41
"A_C_D_contig_6507",0,0,0,3,76
"A_C_D_contig_65070",0,0,0,5,73
"A_C_D_contig_65071",0,0,0,2,28
"A_C_D_contig_65072",0,0,0,2,25
"A_C_D_contig_65073",0,0,0,8,25
"A_C_D_contig_65074",0,0,0,3,25
"A_C_D_contig_65075",0,0,0,2,9
"A_C_D_contig_65076",0,0,0,2,28
"A_C_D_contig_65077",0,0,0,5,4
"A_C_D_contig_65078",0,0,0,2,18
"A_C_D_contig_65079",0,0,0,2,9
"A_C_D_contig_6508",74,82,91,2,20
"A_C_D_contig_65080",0,0,0,6,68
"A_C_D_contig_65081",0,0,0,3,48
"A_C_D_contig_65082",0,0,0,4,18
"A_C_D_contig_65083",0,0,0,3,28
"A_C_D_contig_65084",0,0,0,4,17
"A_C_D_contig_65085",0,0,0,2,70
"A_C_D_contig_65086",0,0,0,2,9
"A_C_D_contig_65087",0,0,0,2,48
"A_C_D_contig_65088",0,0,0,5,73
"A_C_D_contig_65089",0,0,0,6,42
"A_C_D_contig_6509",0,0,0,5,27
"A_C_D_contig_65090",0,0,0,2,28
"A_C_D_contig_65091",0,0,0,8,27
"A_C_D_contig_65092",0,0,0,2,18
"A_C_D_contig_65093",0,0,0,3,72
"A_C_D_contig_65094",0,0,0,5,73
"A_C_D_contig_65095",109,0,119,2,5
"A_C_D_contig_65096",0,0,0,2,28
"A_C_D_contig_65097",0,0,0,3,70
"A_C_D_contig_65098",0,0,0,3,72
"A_C_D_contig_65099",0,0,0,3,34
"A_C_D_contig_651",0,0,0,5,10
"A_C_D_contig_6510",10,8,13,6,65
"A_C_D_contig_65100",0,0,0,8,70
"A_C_D_contig_65101",0,0,0,4,47
"A_C_D_contig_65102",0,0,0,3,28
"A_C_D_contig_65103",0,0,0,8,53
"A_C_D_contig_65104",100,92,0,3,44
"A_C_D_contig_65105",0,0,0,2,28
"A_C_D_contig_65106",0,0,0,2,52
"A_C_D_contig_65107",0,0,0,2,44
"A_C_D_contig_65108",0,0,0,4,9
"A_C_D_contig_65109",0,0,0,2,43
"A_C_D_contig_6511",42,50,74,3,88
"A_C_D_contig_65110",56,56,71,2,31
"A_C_D_contig_65111",0,0,0,6,73
"A_C_D_contig_65112",0,0,0,2,48
"A_C_D_contig_65113",0,0,0,4,18
"A_C_D_contig_65114",0,0,0,3,24
"A_C_D_contig_65115",0,0,0,2,48
"A_C_D_contig_65116",0,0,0,2,44
"A_C_D_contig_65117",0,0,0,3,5
"A_C_D_contig_65118",90,91,111,3,5
"A_C_D_contig_65119",0,0,0,2,52
"A_C_D_contig_6512",73,77,90,2,41
"A_C_D_contig_65120",0,0,0,2,52
"A_C_D_contig_65121",0,0,0,2,43
"A_C_D_contig_65122",96,105,121,3,5
"A_C_D_contig_65123",0,0,0,8,72
"A_C_D_contig_65124",0,0,0,4,17
"A_C_D_contig_65125",0,0,0,8,41
"A_C_D_contig_65126",89,91,111,2,5
"A_C_D_contig_65127",0,0,0,4,74
"A_C_D_contig_65128",0,0,0,5,25
"A_C_D_contig_65129",0,0,0,3,22
"A_C_D_contig_6513",11,9,14,3,23
"A_C_D_contig_65130",90,0,119,3,25
"A_C_D_contig_65131",0,0,0,2,44
"A_C_D_contig_65132",0,0,0,3,81
"A_C_D_contig_65133",0,0,0,2,44
"A_C_D_contig_65134",0,0,0,8,25
"A_C_D_contig_65135",0,0,0,2,72
"A_C_D_contig_65136",0,0,0,3,28
"A_C_D_contig_65137",0,0,0,4,28
"A_C_D_contig_65138",0,0,0,2,59
"A_C_D_contig_65139",0,0,0,2,44
"A_C_D_contig_6514",8,10,11,3,23
"A_C_D_contig_65140",0,0,0,4,79
"A_C_D_contig_65141",0,0,0,4,18
"A_C_D_contig_65142",0,0,0,6,10
"A_C_D_contig_65143",0,0,0,8,25
"A_C_D_contig_65144",0,0,0,3,24
"A_C_D_contig_65145",0,0,0,8,24
"A_C_D_contig_65146",0,0,0,8,18
"A_C_D_contig_65147",0,0,0,3,81
"A_C_D_contig_65148",74,99,95,3,34
"A_C_D_contig_65149",0,0,0,3,81
"A_C_D_contig_6515",12,13,21,2,45
"A_C_D_contig_65150",0,0,0,5,4
"A_C_D_contig_65151",0,0,0,8,22
"A_C_D_contig_65152",96,105,121,3,30
"A_C_D_contig_65153",0,0,0,3,21
"A_C_D_contig_65154",0,0,0,3,48
"A_C_D_contig_65155",0,0,0,2,70
"A_C_D_contig_65156",0,0,0,3,70
"A_C_D_contig_65157",0,0,0,8,25
"A_C_D_contig_65158",0,0,0,8,25
"A_C_D_contig_65159",0,0,0,2,43
"A_C_D_contig_6516",0,0,0,1,69
"A_C_D_contig_65160",0,0,0,4,18
"A_C_D_contig_65161",0,0,0,8,34
"A_C_D_contig_65162",85,0,0,3,43
"A_C_D_contig_65163",0,0,0,2,28
"A_C_D_contig_65164",0,0,0,4,79
"A_C_D_contig_65165",0,0,0,2,44
"A_C_D_contig_65166",0,0,0,5,4
"A_C_D_contig_65167",96,105,121,3,5
"A_C_D_contig_65168",0,0,0,2,44
"A_C_D_contig_65169",0,0,0,8,53
"A_C_D_contig_6517",0,0,0,5,46
"A_C_D_contig_65170",98,107,118,3,22
"A_C_D_contig_65171",0,0,0,3,22
"A_C_D_contig_65172",0,0,0,3,5
"A_C_D_contig_65173",0,0,0,2,9
"A_C_D_contig_65174",0,0,0,5,73
"A_C_D_contig_65175",0,0,0,5,42
"A_C_D_contig_65176",0,0,0,1,17
"A_C_D_contig_65177",0,0,0,3,5
"A_C_D_contig_65178",0,0,0,3,25
"A_C_D_contig_65179",0,0,0,6,42
"A_C_D_contig_6518",74,74,81,2,82
"A_C_D_contig_65180",0,0,0,2,44
"A_C_D_contig_65181",0,0,0,5,63
"A_C_D_contig_65182",0,0,0,2,48
"A_C_D_contig_65183",0,0,0,8,25
"A_C_D_contig_65184",0,0,0,8,18
"A_C_D_contig_65185",62,55,79,2,31
"A_C_D_contig_65186",0,0,0,2,82
"A_C_D_contig_65187",0,0,0,2,52
"A_C_D_contig_65188",90,0,0,3,30
"A_C_D_contig_65189",0,0,0,2,44
"A_C_D_contig_6519",77,80,85,5,63
"A_C_D_contig_65190",0,0,0,4,79
"A_C_D_contig_65191",0,0,0,6,10
"A_C_D_contig_65192",0,0,0,2,48
"A_C_D_contig_65193",0,0,0,3,24
"A_C_D_contig_65194",74,109,107,2,43
"A_C_D_contig_65195",0,0,0,2,74
"A_C_D_contig_65196",0,0,0,5,89
"A_C_D_contig_65197",0,0,0,5,4
"A_C_D_contig_65198",0,0,0,2,52
"A_C_D_contig_65199",0,0,0,3,33
"A_C_D_contig_652",47,0,53,6,61
"A_C_D_contig_6520",11,9,9,3,60
"A_C_D_contig_65200",0,0,102,3,53
"A_C_D_contig_65201",0,0,0,5,10
"A_C_D_contig_65202",0,0,0,3,30
"A_C_D_contig_65203",0,0,0,3,70
"A_C_D_contig_65204",0,0,0,3,25
"A_C_D_contig_65205",0,0,0,5,4
"A_C_D_contig_65206",0,0,0,3,34
"A_C_D_contig_65207",0,0,0,2,44
"A_C_D_contig_65208",0,0,0,2,81
"A_C_D_contig_65209",0,0,0,8,53
"A_C_D_contig_6521",0,0,0,8,34
"A_C_D_contig_65210",0,0,0,8,25
"A_C_D_contig_65211",0,0,0,3,68
"A_C_D_contig_65212",0,0,0,5,73
"A_C_D_contig_65213",0,0,0,3,70
"A_C_D_contig_65214",0,0,0,2,44
"A_C_D_contig_65215",0,0,0,3,30
"A_C_D_contig_65216",0,0,0,2,28
"A_C_D_contig_65217",0,0,0,2,48
"A_C_D_contig_65218",0,0,0,2,28
"A_C_D_contig_65219",0,0,0,5,89
"A_C_D_contig_6522",74,99,95,3,34
"A_C_D_contig_65220",100,92,106,2,28
"A_C_D_contig_65221",0,0,0,1,69
"A_C_D_contig_65222",0,0,0,2,20
"A_C_D_contig_65223",0,0,0,5,27
"A_C_D_contig_65224",0,0,0,2,72
"A_C_D_contig_65225",0,0,0,2,48
"A_C_D_contig_65226",0,0,0,2,44
"A_C_D_contig_65227",40,0,0,4,38
"A_C_D_contig_65228",0,0,0,6,6
"A_C_D_contig_65229",0,0,0,3,18
"A_C_D_contig_6523",0,0,0,1,55
"A_C_D_contig_65230",0,0,0,2,68
"A_C_D_contig_65231",0,0,0,2,44
"A_C_D_contig_65232",0,0,0,2,28
"A_C_D_contig_65233",0,0,0,3,72
"A_C_D_contig_65234",0,0,0,2,48
"A_C_D_contig_65235",0,0,0,3,22
"A_C_D_contig_65236",0,0,0,5,8
"A_C_D_contig_65237",0,0,0,2,81
"A_C_D_contig_65238",95,0,0,3,59
"A_C_D_contig_65239",0,0,0,2,81
"A_C_D_contig_6524",74,82,102,2,34
"A_C_D_contig_65240",0,0,0,3,81
"A_C_D_contig_65241",0,0,0,3,33
"A_C_D_contig_65242",0,0,0,8,25
"A_C_D_contig_65243",74,112,0,2,28
"A_C_D_contig_65244",0,0,0,7,18
"A_C_D_contig_65245",0,0,0,5,27
"A_C_D_contig_65246",0,0,0,8,25
"A_C_D_contig_65247",0,0,0,1,66
"A_C_D_contig_65248",0,0,0,3,72
"A_C_D_contig_65249",0,0,0,2,5
"A_C_D_contig_6525",90,97,119,2,43
"A_C_D_contig_65250",0,0,0,2,52
"A_C_D_contig_65251",0,0,0,2,72
"A_C_D_contig_65252",0,0,0,6,8
"A_C_D_contig_65253",0,0,0,2,44
"A_C_D_contig_65254",0,0,0,1,69
"A_C_D_contig_65255",0,0,0,3,30
"A_C_D_contig_65256",0,0,0,2,28
"A_C_D_contig_65257",0,0,0,3,18
"A_C_D_contig_65258",0,0,0,3,34
"A_C_D_contig_65259",0,0,0,3,24
"A_C_D_contig_6526",0,0,0,2,28
"A_C_D_contig_65260",0,0,0,3,7
"A_C_D_contig_65261",0,0,0,8,25
"A_C_D_contig_65262",0,0,0,3,33
"A_C_D_contig_65263",0,0,0,2,52
"A_C_D_contig_65264",0,0,0,5,63
"A_C_D_contig_65265",22,20,27,3,32
"A_C_D_contig_65266",0,0,0,3,81
"A_C_D_contig_65267",0,0,0,2,20
"A_C_D_contig_65268",0,0,0,2,28
"A_C_D_contig_65269",0,0,0,2,70
"A_C_D_contig_6527",0,0,0,1,51
"A_C_D_contig_65270",90,0,119,2,52
"A_C_D_contig_65271",0,0,0,3,34
"A_C_D_contig_65272",0,0,0,5,4
"A_C_D_contig_65273",0,0,0,2,34
"A_C_D_contig_65274",0,0,0,3,48
"A_C_D_contig_65275",0,0,0,8,18
"A_C_D_contig_65276",0,0,0,8,25
"A_C_D_contig_65277",0,0,0,3,76
"A_C_D_contig_65278",0,0,0,4,18
"A_C_D_contig_65279",0,0,0,2,28
"A_C_D_contig_6528",0,0,0,3,76
"A_C_D_contig_65280",0,0,0,2,28
"A_C_D_contig_65281",0,0,0,4,79
"A_C_D_contig_65282",0,0,0,4,79
"A_C_D_contig_65283",0,0,0,3,72
"A_C_D_contig_65284",0,0,0,2,17
"A_C_D_contig_65285",0,0,0,2,48
"A_C_D_contig_65286",0,0,0,3,72
"A_C_D_contig_65287",0,0,0,8,34
"A_C_D_contig_65288",0,0,0,2,52
"A_C_D_contig_65289",0,0,0,2,44
"A_C_D_contig_6529",0,0,0,2,44
"A_C_D_contig_65290",0,0,0,2,48
"A_C_D_contig_65291",0,0,0,5,7
"A_C_D_contig_65292",0,0,0,1,69
"A_C_D_contig_65293",0,0,0,6,69
"A_C_D_contig_65294",0,0,0,3,5
"A_C_D_contig_65295",0,0,0,6,42
"A_C_D_contig_65296",0,0,0,3,28
"A_C_D_contig_65297",0,0,0,7,18
"A_C_D_contig_65298",0,0,0,8,53
"A_C_D_contig_65299",0,0,0,5,73
"A_C_D_contig_653",6,6,8,6,75
"A_C_D_contig_6530",15,17,20,3,85
"A_C_D_contig_65300",0,0,0,8,68
"A_C_D_contig_65301",0,0,0,8,70
"A_C_D_contig_65302",0,0,0,2,18
"A_C_D_contig_65303",0,0,0,3,5
"A_C_D_contig_65304",0,0,0,3,81
"A_C_D_contig_65305",0,0,0,8,25
"A_C_D_contig_65306",0,0,0,8,25
"A_C_D_contig_65307",0,0,0,3,18
"A_C_D_contig_65308",0,0,0,1,83
"A_C_D_contig_65309",0,0,0,3,5
"A_C_D_contig_6531",0,0,0,4,47
"A_C_D_contig_65310",0,0,0,2,59
"A_C_D_contig_65311",0,0,0,7,68
"A_C_D_contig_65312",0,0,0,4,17
"A_C_D_contig_65313",0,0,0,3,53
"A_C_D_contig_65314",0,0,0,3,28
"A_C_D_contig_65315",0,0,0,6,10
"A_C_D_contig_65316",96,105,121,3,5
"A_C_D_contig_65317",101,103,0,2,48
"A_C_D_contig_65318",0,0,0,4,79
"A_C_D_contig_65319",0,0,0,6,68
"A_C_D_contig_6532",89,91,111,2,30
"A_C_D_contig_65320",0,0,0,3,48
"A_C_D_contig_65321",0,0,0,3,25
"A_C_D_contig_65322",0,0,0,3,20
"A_C_D_contig_65323",0,0,0,4,17
"A_C_D_contig_65324",0,0,0,5,4
"A_C_D_contig_65325",0,0,0,5,73
"A_C_D_contig_65326",0,0,0,3,43
"A_C_D_contig_65327",99,108,123,2,28
"A_C_D_contig_65328",0,0,0,2,9
"A_C_D_contig_65329",0,0,0,5,68
"A_C_D_contig_6533",70,87,66,5,27
"A_C_D_contig_65330",0,0,0,3,28
"A_C_D_contig_65331",0,0,0,7,69
"A_C_D_contig_65332",0,0,0,8,22
"A_C_D_contig_65333",0,0,0,3,70
"A_C_D_contig_65334",0,0,0,5,4
"A_C_D_contig_65335",108,114,128,2,28
"A_C_D_contig_65336",0,0,0,2,28
"A_C_D_contig_65337",70,0,47,3,15
"A_C_D_contig_65338",0,0,0,3,28
"A_C_D_contig_65339",0,0,0,1,17
"A_C_D_contig_6534",49,47,60,5,86
"A_C_D_contig_65340",0,0,0,2,52
"A_C_D_contig_65341",0,0,0,2,43
"A_C_D_contig_65342",0,0,0,8,25
"A_C_D_contig_65343",0,0,0,2,72
"A_C_D_contig_65344",0,0,0,2,28
"A_C_D_contig_65345",0,0,0,8,25
"A_C_D_contig_65346",0,0,0,4,17
"A_C_D_contig_65347",0,0,0,8,53
"A_C_D_contig_65348",0,0,0,5,73
"A_C_D_contig_65349",0,0,0,2,48
"A_C_D_contig_6535",47,0,53,6,40
"A_C_D_contig_65350",0,0,0,5,68
"A_C_D_contig_65351",0,0,0,2,48
"A_C_D_contig_65352",0,0,0,3,53
"A_C_D_contig_65353",0,0,0,2,81
"A_C_D_contig_65354",0,0,0,4,17
"A_C_D_contig_65355",0,0,0,6,13
"A_C_D_contig_65356",0,0,0,3,25
"A_C_D_contig_65357",0,0,0,2,5
"A_C_D_contig_65358",0,0,0,2,28
"A_C_D_contig_65359",0,0,0,3,5
"A_C_D_contig_6536",0,0,0,6,86
"A_C_D_contig_65360",0,0,0,5,8
"A_C_D_contig_65361",0,0,0,3,34
"A_C_D_contig_65362",0,0,0,3,22
"A_C_D_contig_65363",0,0,0,2,9
"A_C_D_contig_65364",0,0,0,1,69
"A_C_D_contig_65365",0,0,0,2,48
"A_C_D_contig_65366",0,0,0,8,25
"A_C_D_contig_65367",0,0,0,2,58
"A_C_D_contig_65368",0,0,0,3,39
"A_C_D_contig_65369",0,0,0,1,83
"A_C_D_contig_6537",51,0,0,6,19
"A_C_D_contig_65370",0,0,0,8,27
"A_C_D_contig_65371",0,0,0,4,17
"A_C_D_contig_65372",0,0,0,3,31
"A_C_D_contig_65373",0,0,0,2,44
"A_C_D_contig_65374",0,0,0,3,21
"A_C_D_contig_65375",0,0,0,2,9
"A_C_D_contig_65376",0,0,0,4,79
"A_C_D_contig_65377",0,0,0,2,34
"A_C_D_contig_65378",0,0,0,8,34
"A_C_D_contig_65379",0,0,0,8,22
"A_C_D_contig_6538",0,0,0,4,79
"A_C_D_contig_65380",0,0,0,5,27
"A_C_D_contig_65381",0,0,0,3,25
"A_C_D_contig_65382",0,0,0,2,44
"A_C_D_contig_65383",0,0,0,2,18
"A_C_D_contig_65384",0,0,0,8,53
"A_C_D_contig_65385",0,0,0,2,17
"A_C_D_contig_65386",0,0,0,4,79
"A_C_D_contig_65387",0,0,0,2,17
"A_C_D_contig_65388",0,0,0,2,52
"A_C_D_contig_65389",0,0,0,3,44
"A_C_D_contig_6539",0,0,0,5,10
"A_C_D_contig_65390",0,0,0,2,81
"A_C_D_contig_65391",0,0,0,5,41
"A_C_D_contig_65392",0,0,0,1,69
"A_C_D_contig_65393",0,0,0,8,53
"A_C_D_contig_65394",108,0,0,2,17
"A_C_D_contig_65395",0,0,0,2,44
"A_C_D_contig_65396",0,0,0,8,4
"A_C_D_contig_65397",0,0,0,3,25
"A_C_D_contig_65398",0,0,0,4,79
"A_C_D_contig_65399",0,0,0,4,74
"A_C_D_contig_654",61,65,76,3,15
"A_C_D_contig_6540",0,0,0,6,26
"A_C_D_contig_65400",0,0,0,3,18
"A_C_D_contig_65401",0,0,0,3,5
"A_C_D_contig_65402",0,0,0,2,9
"A_C_D_contig_65403",0,0,0,2,82
"A_C_D_contig_65404",0,0,0,2,52
"A_C_D_contig_65405",0,0,0,5,10
"A_C_D_contig_65406",0,0,0,2,44
"A_C_D_contig_65407",0,0,0,1,80
"A_C_D_contig_65408",0,0,0,2,48
"A_C_D_contig_65409",0,0,0,2,28
"A_C_D_contig_6541",37,36,44,5,46
"A_C_D_contig_65410",0,0,0,2,28
"A_C_D_contig_65411",0,0,0,8,68
"A_C_D_contig_65412",83,88,0,3,22
"A_C_D_contig_65413",0,0,0,5,73
"A_C_D_contig_65414",0,0,0,4,51
"A_C_D_contig_65415",0,0,0,4,79
"A_C_D_contig_65416",0,0,0,3,53
"A_C_D_contig_65417",0,0,0,3,72
"A_C_D_contig_65418",0,0,0,4,17
"A_C_D_contig_65419",0,0,0,2,44
"A_C_D_contig_6542",0,0,0,6,61
"A_C_D_contig_65420",0,0,0,5,27
"A_C_D_contig_65421",0,0,0,5,4
"A_C_D_contig_65422",0,0,0,2,28
"A_C_D_contig_65423",0,0,0,3,52
"A_C_D_contig_65424",66,67,81,3,31
"A_C_D_contig_65425",0,0,0,3,81
"A_C_D_contig_65426",0,0,0,3,20
"A_C_D_contig_65427",0,0,0,3,30
"A_C_D_contig_65428",0,0,0,5,42
"A_C_D_contig_65429",0,0,0,3,5
"A_C_D_contig_6543",0,0,0,6,90
"A_C_D_contig_65430",0,0,0,1,83
"A_C_D_contig_65431",0,0,0,3,30
"A_C_D_contig_65432",0,0,0,3,53
"A_C_D_contig_65433",0,0,0,2,44
"A_C_D_contig_65434",0,0,0,2,72
"A_C_D_contig_65435",0,0,0,3,22
"A_C_D_contig_65436",0,0,0,3,81
"A_C_D_contig_65437",0,0,0,5,4
"A_C_D_contig_65438",0,0,0,5,63
"A_C_D_contig_65439",0,0,0,2,44
"A_C_D_contig_6544",35,35,43,3,39
"A_C_D_contig_65440",0,0,0,2,31
"A_C_D_contig_65441",0,0,0,8,53
"A_C_D_contig_65442",0,0,0,2,31
"A_C_D_contig_65443",0,0,0,2,28
"A_C_D_contig_65444",0,0,0,3,43
"A_C_D_contig_65445",0,0,0,3,22
"A_C_D_contig_65446",0,0,0,8,22
"A_C_D_contig_65447",0,0,0,3,48
"A_C_D_contig_65448",0,0,0,5,73
"A_C_D_contig_65449",0,0,0,4,18
"A_C_D_contig_6545",74,0,102,2,74
"A_C_D_contig_65450",0,0,0,4,17
"A_C_D_contig_65451",0,0,0,2,43
"A_C_D_contig_65452",0,0,0,3,70
"A_C_D_contig_65453",0,0,0,2,9
"A_C_D_contig_65454",0,0,0,3,22
"A_C_D_contig_65455",0,0,0,5,68
"A_C_D_contig_65456",0,0,0,2,52
"A_C_D_contig_65457",0,0,0,3,28
"A_C_D_contig_65458",0,0,0,2,48
"A_C_D_contig_65459",0,0,0,2,18
"A_C_D_contig_6546",62,55,79,2,31
"A_C_D_contig_65460",0,0,0,2,81
"A_C_D_contig_65461",0,0,0,4,68
"A_C_D_contig_65462",0,0,0,5,10
"A_C_D_contig_65463",0,0,0,2,17
"A_C_D_contig_65464",0,0,0,2,48
"A_C_D_contig_65465",0,0,0,2,9
"A_C_D_contig_65466",0,0,0,2,28
"A_C_D_contig_65467",0,0,0,2,44
"A_C_D_contig_65468",0,0,0,3,30
"A_C_D_contig_65469",89,96,111,2,30
"A_C_D_contig_6547",11,12,15,3,16
"A_C_D_contig_65470",0,0,0,5,73
"A_C_D_contig_65471",0,0,0,2,17
"A_C_D_contig_65472",0,0,0,3,18
"A_C_D_contig_65473",0,0,0,1,68
"A_C_D_contig_65474",0,0,0,3,41
"A_C_D_contig_65475",0,0,0,5,42
"A_C_D_contig_65476",0,0,0,2,44
"A_C_D_contig_65477",0,0,0,2,28
"A_C_D_contig_65478",0,0,0,2,17
"A_C_D_contig_65479",0,0,0,2,28
"A_C_D_contig_6548",0,0,0,3,48
"A_C_D_contig_65480",0,0,0,3,43
"A_C_D_contig_65481",0,0,0,3,81
"A_C_D_contig_65482",0,0,0,8,41
"A_C_D_contig_65483",0,0,0,5,25
"A_C_D_contig_65484",0,0,0,3,72
"A_C_D_contig_65485",0,0,0,5,4
"A_C_D_contig_65486",0,0,0,2,44
"A_C_D_contig_65487",76,0,0,2,28
"A_C_D_contig_65488",74,114,124,3,43
"A_C_D_contig_65489",0,0,0,4,18
"A_C_D_contig_6549",0,0,0,3,60
"A_C_D_contig_65490",0,0,0,3,22
"A_C_D_contig_65491",0,0,0,3,70
"A_C_D_contig_65492",0,0,0,2,18
"A_C_D_contig_65493",0,0,0,2,28
"A_C_D_contig_65494",0,0,0,2,9
"A_C_D_contig_65495",0,0,0,3,72
"A_C_D_contig_65496",0,0,0,5,10
"A_C_D_contig_65497",0,0,0,3,81
"A_C_D_contig_65498",0,0,0,8,4
"A_C_D_contig_65499",0,0,0,2,28
"A_C_D_contig_655",2,2,4,6,2
"A_C_D_contig_6550",10,8,13,6,65
"A_C_D_contig_65500",0,0,0,8,25
"A_C_D_contig_65501",0,0,0,2,28
"A_C_D_contig_65502",0,0,0,2,32
"A_C_D_contig_65503",0,0,0,2,20
"A_C_D_contig_65504",0,0,0,2,21
"A_C_D_contig_65505",0,0,0,5,4
"A_C_D_contig_65506",0,0,0,4,18
"A_C_D_contig_65507",108,114,0,2,44
"A_C_D_contig_65508",96,105,121,3,30
"A_C_D_contig_65509",0,0,0,5,4
"A_C_D_contig_6551",93,101,116,6,6
"A_C_D_contig_65510",0,0,0,4,79
"A_C_D_contig_65511",0,0,0,3,25
"A_C_D_contig_65512",0,0,0,3,81
"A_C_D_contig_65513",0,0,0,1,17
"A_C_D_contig_65514",0,0,0,4,9
"A_C_D_contig_65515",0,0,0,2,25
"A_C_D_contig_65516",0,0,0,2,28
"A_C_D_contig_65517",0,0,0,2,20
"A_C_D_contig_65518",0,0,0,3,5
"A_C_D_contig_65519",0,0,0,3,24
"A_C_D_contig_6552",13,16,18,3,45
"A_C_D_contig_65520",0,0,0,5,63
"A_C_D_contig_65521",0,0,0,2,28
"A_C_D_contig_65522",0,0,0,3,5
"A_C_D_contig_65523",103,113,120,8,68
"A_C_D_contig_65524",0,0,0,7,69
"A_C_D_contig_65525",0,0,0,5,63
"A_C_D_contig_65526",74,88,89,2,59
"A_C_D_contig_65527",0,0,0,5,63
"A_C_D_contig_65528",0,0,0,3,28
"A_C_D_contig_65529",0,0,0,2,58
"A_C_D_contig_6553",0,0,0,6,71
"A_C_D_contig_65530",0,0,0,1,69
"A_C_D_contig_65531",0,0,0,4,79
"A_C_D_contig_65532",0,0,0,2,44
"A_C_D_contig_65533",0,0,0,2,20
"A_C_D_contig_65534",0,0,0,5,73
"A_C_D_contig_65535",0,0,0,6,13
"A_C_D_contig_65536",0,0,0,5,4
"A_C_D_contig_65537",0,0,0,4,9
"A_C_D_contig_65538",0,0,0,5,63
"A_C_D_contig_65539",86,94,112,3,5
"A_C_D_contig_6554",37,36,44,5,1
"A_C_D_contig_65540",56,56,71,2,58
"A_C_D_contig_65541",0,0,0,5,73
"A_C_D_contig_65542",0,0,0,2,28
"A_C_D_contig_65543",0,0,0,8,53
"A_C_D_contig_65544",0,0,0,8,72
"A_C_D_contig_65545",0,0,0,3,30
"A_C_D_contig_65546",0,0,0,1,68
"A_C_D_contig_65547",0,0,0,4,17
"A_C_D_contig_65548",0,0,0,5,73
"A_C_D_contig_65549",0,0,0,4,17
"A_C_D_contig_6555",37,36,44,5,1
"A_C_D_contig_65550",0,0,0,3,34
"A_C_D_contig_65551",0,0,0,2,18
"A_C_D_contig_65552",0,0,0,8,25
"A_C_D_contig_65553",0,0,0,3,28
"A_C_D_contig_65554",0,0,0,2,44
"A_C_D_contig_65555",107,112,130,8,25
"A_C_D_contig_65556",0,0,0,2,44
"A_C_D_contig_65557",0,0,0,3,25
"A_C_D_contig_65558",0,0,0,5,10
"A_C_D_contig_65559",0,0,0,3,81
"A_C_D_contig_6556",0,0,0,2,20
"A_C_D_contig_65560",0,0,0,2,48
"A_C_D_contig_65561",0,0,0,2,43
"A_C_D_contig_65562",0,0,0,5,4
"A_C_D_contig_65563",0,0,0,4,17
"A_C_D_contig_65564",0,0,0,6,8
"A_C_D_contig_65565",0,0,0,5,10
"A_C_D_contig_65566",0,0,0,5,73
"A_C_D_contig_65567",0,0,0,3,18
"A_C_D_contig_65568",0,0,0,2,18
"A_C_D_contig_65569",0,0,0,4,74
"A_C_D_contig_6557",52,49,50,6,19
"A_C_D_contig_65570",0,0,0,2,44
"A_C_D_contig_65571",0,0,0,3,34
"A_C_D_contig_65572",0,0,0,8,72
"A_C_D_contig_65573",88,103,122,2,9
"A_C_D_contig_65574",0,0,0,1,55
"A_C_D_contig_65575",0,0,0,2,52
"A_C_D_contig_65576",0,0,0,2,20
"A_C_D_contig_65577",0,0,0,2,28
"A_C_D_contig_65578",0,0,0,2,52
"A_C_D_contig_65579",0,0,0,3,25
"A_C_D_contig_6558",0,0,0,6,71
"A_C_D_contig_65580",0,0,0,6,18
