"CONTIG","MB.VERYSENSTIVE","MB.SENSITIVE","MB.SUPERSPECIFIC","CORRELATION_ABUNDANCIES","KMEANS_ABUNDANCIES_90"
"A_C_D_contig_65581",0,0,0,3,81
"A_C_D_contig_65582",0,0,0,3,59
"A_C_D_contig_65583",0,0,0,5,73
"A_C_D_contig_65584",96,105,121,3,5
"A_C_D_contig_65585",0,0,0,3,25
"A_C_D_contig_65586",0,0,0,7,84
"A_C_D_contig_65587",0,0,0,8,25
"A_C_D_contig_65588",0,0,0,5,4
"A_C_D_contig_65589",0,0,0,2,5
"A_C_D_contig_6559",0,0,0,3,87
"A_C_D_contig_65590",0,0,0,2,44
"A_C_D_contig_65591",0,0,0,4,17
"A_C_D_contig_65592",0,0,0,8,41
"A_C_D_contig_65593",0,0,0,2,72
"A_C_D_contig_65594",0,0,0,3,25
"A_C_D_contig_65595",0,0,0,3,72
"A_C_D_contig_65596",0,0,0,6,13
"A_C_D_contig_65597",0,0,0,2,44
"A_C_D_contig_65598",0,0,0,3,44
"A_C_D_contig_65599",0,0,0,1,18
"A_C_D_contig_656",98,95,118,8,22
"A_C_D_contig_6560",0,0,0,2,88
"A_C_D_contig_65600",0,0,0,2,28
"A_C_D_contig_65601",0,0,0,3,44
"A_C_D_contig_65602",0,0,0,2,59
"A_C_D_contig_65603",0,0,0,2,20
"A_C_D_contig_65604",0,0,0,2,28
"A_C_D_contig_65605",0,0,0,8,22
"A_C_D_contig_65606",0,0,0,3,81
"A_C_D_contig_65607",0,0,0,3,43
"A_C_D_contig_65608",0,0,0,4,79
"A_C_D_contig_65609",74,82,102,2,59
"A_C_D_contig_6561",50,41,49,8,36
"A_C_D_contig_65610",0,0,0,5,25
"A_C_D_contig_65611",0,0,0,5,7
"A_C_D_contig_65612",0,0,0,3,18
"A_C_D_contig_65613",0,0,0,6,42
"A_C_D_contig_65614",0,0,0,3,72
"A_C_D_contig_65615",0,0,0,1,84
"A_C_D_contig_65616",0,0,0,8,41
"A_C_D_contig_65617",0,0,0,2,44
"A_C_D_contig_65618",0,0,0,3,5
"A_C_D_contig_65619",0,0,0,8,53
"A_C_D_contig_6562",0,0,0,5,41
"A_C_D_contig_65620",0,0,0,2,52
"A_C_D_contig_65621",0,0,0,3,28
"A_C_D_contig_65622",0,0,0,6,68
"A_C_D_contig_65623",0,0,0,5,73
"A_C_D_contig_65624",0,0,0,3,72
"A_C_D_contig_65625",0,0,0,4,84
"A_C_D_contig_65626",0,0,0,2,28
"A_C_D_contig_65627",0,0,0,3,48
"A_C_D_contig_65628",0,0,0,5,63
"A_C_D_contig_65629",0,0,0,2,9
"A_C_D_contig_6563",0,0,0,8,36
"A_C_D_contig_65630",0,0,0,2,18
"A_C_D_contig_65631",0,0,0,2,44
"A_C_D_contig_65632",0,0,0,3,22
"A_C_D_contig_65633",0,0,0,5,13
"A_C_D_contig_65634",0,0,0,8,53
"A_C_D_contig_65635",0,0,0,3,53
"A_C_D_contig_65636",0,0,0,7,73
"A_C_D_contig_65637",96,105,121,3,5
"A_C_D_contig_65638",0,0,0,8,33
"A_C_D_contig_65639",0,0,0,4,18
"A_C_D_contig_6564",0,0,0,6,19
"A_C_D_contig_65640",0,0,0,7,69
"A_C_D_contig_65641",0,0,0,3,58
"A_C_D_contig_65642",92,100,115,4,9
"A_C_D_contig_65643",0,0,0,4,79
"A_C_D_contig_65644",0,0,0,2,31
"A_C_D_contig_65645",0,0,0,3,24
"A_C_D_contig_65646",0,0,0,6,8
"A_C_D_contig_65647",0,0,0,3,25
"A_C_D_contig_65648",0,0,0,8,25
"A_C_D_contig_65649",0,0,0,6,63
"A_C_D_contig_6565",0,0,0,7,83
"A_C_D_contig_65650",0,0,0,3,53
"A_C_D_contig_65651",0,0,0,3,81
"A_C_D_contig_65652",0,0,0,2,44
"A_C_D_contig_65653",0,0,0,6,8
"A_C_D_contig_65654",0,0,0,8,25
"A_C_D_contig_65655",0,0,0,3,25
"A_C_D_contig_65656",0,0,0,2,18
"A_C_D_contig_65657",74,82,0,2,9
"A_C_D_contig_65658",74,82,102,2,28
"A_C_D_contig_65659",0,0,0,6,10
"A_C_D_contig_6566",85,93,108,3,59
"A_C_D_contig_65660",0,0,0,3,81
"A_C_D_contig_65661",0,0,0,3,53
"A_C_D_contig_65662",0,0,0,2,25
"A_C_D_contig_65663",0,0,0,5,68
"A_C_D_contig_65664",74,76,89,2,52
"A_C_D_contig_65665",98,107,118,3,22
"A_C_D_contig_65666",90,97,119,2,43
"A_C_D_contig_65667",0,0,0,2,52
"A_C_D_contig_65668",0,0,0,4,74
"A_C_D_contig_65669",90,112,130,3,25
"A_C_D_contig_6567",82,89,103,3,34
"A_C_D_contig_65670",0,0,0,5,68
"A_C_D_contig_65671",0,0,0,8,25
"A_C_D_contig_65672",0,0,0,2,18
"A_C_D_contig_65673",0,0,0,2,35
"A_C_D_contig_65674",0,0,0,3,41
"A_C_D_contig_65675",0,0,0,5,6
"A_C_D_contig_65676",0,0,0,2,20
"A_C_D_contig_65677",0,0,0,3,5
"A_C_D_contig_65678",0,0,0,8,25
"A_C_D_contig_65679",0,0,0,2,18
"A_C_D_contig_6568",0,0,0,6,73
"A_C_D_contig_65680",0,0,0,4,18
"A_C_D_contig_65681",0,0,0,2,20
"A_C_D_contig_65682",0,0,0,1,18
"A_C_D_contig_65683",0,0,0,7,83
"A_C_D_contig_65684",0,0,0,4,17
"A_C_D_contig_65685",0,0,0,8,33
"A_C_D_contig_65686",0,0,0,4,18
"A_C_D_contig_65687",0,0,0,3,53
"A_C_D_contig_65688",0,0,0,2,52
"A_C_D_contig_65689",0,0,0,4,79
"A_C_D_contig_6569",50,41,67,3,36
"A_C_D_contig_65690",0,0,0,2,48
"A_C_D_contig_65691",0,0,0,8,22
"A_C_D_contig_65692",0,0,0,3,53
"A_C_D_contig_65693",0,0,0,8,53
"A_C_D_contig_65694",0,0,0,2,72
"A_C_D_contig_65695",0,0,0,2,31
"A_C_D_contig_65696",0,0,0,2,44
"A_C_D_contig_65697",0,0,0,3,25
"A_C_D_contig_65698",98,107,118,3,22
"A_C_D_contig_65699",0,0,0,2,28
"A_C_D_contig_657",6,6,8,6,2
"A_C_D_contig_6570",17,14,19,6,29
"A_C_D_contig_65700",0,0,0,3,5
"A_C_D_contig_65701",0,0,0,2,28
"A_C_D_contig_65702",0,0,0,8,33
"A_C_D_contig_65703",0,0,0,4,18
"A_C_D_contig_65704",0,0,0,2,70
"A_C_D_contig_65705",0,0,0,5,27
"A_C_D_contig_65706",0,0,0,5,25
"A_C_D_contig_65707",0,0,0,8,25
"A_C_D_contig_65708",77,103,120,1,83
"A_C_D_contig_65709",0,0,0,4,17
"A_C_D_contig_6571",22,20,27,3,50
"A_C_D_contig_65710",0,0,0,3,25
"A_C_D_contig_65711",0,0,0,8,4
"A_C_D_contig_65712",0,0,0,2,9
"A_C_D_contig_65713",0,0,0,5,27
"A_C_D_contig_65714",108,114,128,8,25
"A_C_D_contig_65715",0,0,0,3,24
"A_C_D_contig_65716",0,0,0,2,9
"A_C_D_contig_65717",0,0,0,6,73
"A_C_D_contig_65718",0,0,0,1,18
"A_C_D_contig_65719",0,0,0,3,59
"A_C_D_contig_6572",0,0,0,5,88
"A_C_D_contig_65720",0,0,0,3,48
"A_C_D_contig_65721",0,0,0,6,6
"A_C_D_contig_65722",0,0,0,5,41
"A_C_D_contig_65723",0,0,0,5,73
"A_C_D_contig_65724",0,0,0,3,81
"A_C_D_contig_65725",0,0,0,5,4
"A_C_D_contig_65726",0,0,0,5,68
"A_C_D_contig_65727",0,0,0,3,81
"A_C_D_contig_65728",74,114,102,3,48
"A_C_D_contig_65729",0,0,0,3,81
"A_C_D_contig_6573",35,35,26,2,39
"A_C_D_contig_65730",0,0,0,4,9
"A_C_D_contig_65731",0,0,0,6,13
"A_C_D_contig_65732",0,0,0,8,25
"A_C_D_contig_65733",94,102,109,2,28
"A_C_D_contig_65734",0,0,0,2,34
"A_C_D_contig_65735",0,0,0,3,18
"A_C_D_contig_65736",0,0,0,2,17
"A_C_D_contig_65737",0,0,0,2,72
"A_C_D_contig_65738",0,0,0,3,44
"A_C_D_contig_65739",0,0,0,3,33
"A_C_D_contig_6574",47,0,75,5,89
"A_C_D_contig_65740",0,0,0,6,73
"A_C_D_contig_65741",0,0,0,2,28
"A_C_D_contig_65742",0,0,0,2,44
"A_C_D_contig_65743",0,0,0,4,79
"A_C_D_contig_65744",0,0,0,2,81
"A_C_D_contig_65745",0,0,0,1,69
"A_C_D_contig_65746",0,0,0,2,81
"A_C_D_contig_65747",0,0,0,4,79
"A_C_D_contig_65748",0,0,0,2,43
"A_C_D_contig_65749",0,0,0,4,17
"A_C_D_contig_6575",12,13,16,2,45
"A_C_D_contig_65750",0,0,0,1,74
"A_C_D_contig_65751",0,0,0,3,18
"A_C_D_contig_65752",0,0,0,3,53
"A_C_D_contig_65753",0,0,0,3,5
"A_C_D_contig_65754",0,0,0,3,88
"A_C_D_contig_65755",0,0,0,3,21
"A_C_D_contig_65756",100,92,106,2,43
"A_C_D_contig_65757",94,102,109,2,70
"A_C_D_contig_65758",0,0,0,2,9
"A_C_D_contig_65759",0,0,0,2,52
"A_C_D_contig_6576",0,0,0,5,13
"A_C_D_contig_65760",0,0,0,2,52
"A_C_D_contig_65761",0,0,0,2,28
"A_C_D_contig_65762",0,0,0,2,68
"A_C_D_contig_65763",0,0,0,5,6
"A_C_D_contig_65764",0,0,0,3,70
"A_C_D_contig_65765",0,0,0,6,68
"A_C_D_contig_65766",0,0,0,2,81
"A_C_D_contig_65767",0,0,0,3,43
"A_C_D_contig_65768",0,0,0,2,28
"A_C_D_contig_65769",0,0,0,3,25
"A_C_D_contig_6577",0,0,0,1,62
"A_C_D_contig_65770",0,0,0,1,55
"A_C_D_contig_65771",0,0,0,3,81
"A_C_D_contig_65772",0,0,0,2,59
"A_C_D_contig_65773",0,0,0,1,69
"A_C_D_contig_65774",0,0,0,3,43
"A_C_D_contig_65775",0,0,0,2,72
"A_C_D_contig_65776",0,0,0,2,48
"A_C_D_contig_65777",0,0,0,3,21
"A_C_D_contig_65778",0,0,0,2,43
"A_C_D_contig_65779",0,0,0,1,83
"A_C_D_contig_6578",0,0,0,3,30
"A_C_D_contig_65780",0,0,0,2,44
"A_C_D_contig_65781",0,0,0,2,18
"A_C_D_contig_65782",0,0,0,2,28
"A_C_D_contig_65783",0,0,0,2,68
"A_C_D_contig_65784",0,0,0,2,52
"A_C_D_contig_65785",0,0,0,3,22
"A_C_D_contig_65786",0,0,0,3,41
"A_C_D_contig_65787",0,0,0,3,24
"A_C_D_contig_65788",0,0,0,3,25
"A_C_D_contig_65789",0,0,0,2,17
"A_C_D_contig_6579",0,0,0,6,40
"A_C_D_contig_65790",0,0,0,3,43
"A_C_D_contig_65791",0,0,0,4,17
"A_C_D_contig_65792",0,0,0,1,69
"A_C_D_contig_65793",0,0,0,4,17
"A_C_D_contig_65794",0,0,0,3,28
"A_C_D_contig_65795",0,0,0,3,43
"A_C_D_contig_65796",0,0,0,2,18
"A_C_D_contig_65797",0,0,0,2,44
"A_C_D_contig_65798",0,0,0,8,72
"A_C_D_contig_65799",0,0,0,2,48
"A_C_D_contig_658",17,14,19,6,85
"A_C_D_contig_6580",4,4,5,1,62
"A_C_D_contig_65800",0,0,0,5,10
"A_C_D_contig_65801",0,0,0,5,4
"A_C_D_contig_65802",0,0,0,3,76
"A_C_D_contig_65803",0,0,0,4,74
"A_C_D_contig_65804",0,0,0,3,43
"A_C_D_contig_65805",0,0,0,3,58
"A_C_D_contig_65806",0,0,0,5,10
"A_C_D_contig_65807",0,0,0,2,48
"A_C_D_contig_65808",0,0,0,2,88
"A_C_D_contig_65809",0,0,0,3,81
"A_C_D_contig_6581",0,0,0,5,13
"A_C_D_contig_65810",107,112,130,5,4
"A_C_D_contig_65811",0,0,0,2,18
"A_C_D_contig_65812",96,105,121,2,5
"A_C_D_contig_65813",0,0,0,2,43
"A_C_D_contig_65814",0,0,0,2,52
"A_C_D_contig_65815",0,0,0,5,73
"A_C_D_contig_65816",0,0,0,5,42
"A_C_D_contig_65817",0,0,0,2,28
"A_C_D_contig_65818",0,0,0,8,70
"A_C_D_contig_65819",0,0,0,2,48
"A_C_D_contig_6582",0,0,0,6,54
"A_C_D_contig_65820",0,0,0,3,70
"A_C_D_contig_65821",0,0,0,2,59
"A_C_D_contig_65822",0,0,0,3,15
"A_C_D_contig_65823",0,0,0,3,18
"A_C_D_contig_65824",100,92,106,2,5
"A_C_D_contig_65825",0,0,0,6,10
"A_C_D_contig_65826",0,0,0,2,44
"A_C_D_contig_65827",0,0,0,4,47
"A_C_D_contig_65828",0,0,0,1,55
"A_C_D_contig_65829",0,0,0,8,63
"A_C_D_contig_6583",0,0,0,6,71
"A_C_D_contig_65830",0,0,0,2,34
"A_C_D_contig_65831",0,0,0,2,58
"A_C_D_contig_65832",0,0,0,2,18
"A_C_D_contig_65833",0,0,0,2,28
"A_C_D_contig_65834",0,0,0,2,28
"A_C_D_contig_65835",0,0,0,2,48
"A_C_D_contig_65836",0,0,0,2,81
"A_C_D_contig_65837",0,0,0,3,18
"A_C_D_contig_65838",0,0,0,2,28
"A_C_D_contig_65839",0,0,0,3,53
"A_C_D_contig_6584",51,53,64,6,90
"A_C_D_contig_65840",0,0,0,8,73
"A_C_D_contig_65841",0,0,0,2,48
"A_C_D_contig_65842",0,0,0,2,48
"A_C_D_contig_65843",0,0,0,3,70
"A_C_D_contig_65844",0,0,0,3,33
"A_C_D_contig_65845",0,0,0,5,4
"A_C_D_contig_65846",0,0,0,2,28
"A_C_D_contig_65847",0,0,0,3,24
"A_C_D_contig_65848",0,0,0,2,74
"A_C_D_contig_65849",0,0,0,2,9
"A_C_D_contig_6585",52,49,50,6,19
"A_C_D_contig_65850",103,113,129,5,68
"A_C_D_contig_65851",0,0,0,3,18
"A_C_D_contig_65852",0,0,0,2,31
"A_C_D_contig_65853",0,0,0,3,22
"A_C_D_contig_65854",0,0,0,8,22
"A_C_D_contig_65855",0,0,0,5,6
"A_C_D_contig_65856",0,0,0,2,17
"A_C_D_contig_65857",0,0,0,1,80
"A_C_D_contig_65858",0,0,0,2,17
"A_C_D_contig_65859",0,0,0,3,48
"A_C_D_contig_6586",51,48,62,6,90
"A_C_D_contig_65860",91,98,113,3,59
"A_C_D_contig_65861",0,0,0,2,17
"A_C_D_contig_65862",0,0,0,8,70
"A_C_D_contig_65863",0,0,0,2,58
"A_C_D_contig_65864",101,0,130,4,79
"A_C_D_contig_65865",0,0,0,1,68
"A_C_D_contig_65866",0,0,0,5,10
"A_C_D_contig_65867",0,0,0,3,18
"A_C_D_contig_65868",0,0,0,1,69
"A_C_D_contig_65869",0,0,0,2,34
"A_C_D_contig_6587",0,0,0,2,52
"A_C_D_contig_65870",0,0,0,3,5
"A_C_D_contig_65871",92,82,102,2,28
"A_C_D_contig_65872",0,0,0,4,18
"A_C_D_contig_65873",0,0,0,3,41
"A_C_D_contig_65874",96,105,121,3,5
"A_C_D_contig_65875",0,0,0,3,81
"A_C_D_contig_65876",0,0,0,2,17
"A_C_D_contig_65877",0,0,0,2,44
"A_C_D_contig_65878",90,106,119,2,28
"A_C_D_contig_65879",0,0,0,2,52
"A_C_D_contig_6588",80,84,88,3,20
"A_C_D_contig_65880",0,0,0,8,25
"A_C_D_contig_65881",0,0,0,5,4
"A_C_D_contig_65882",0,0,0,6,61
"A_C_D_contig_65883",0,0,0,5,73
"A_C_D_contig_65884",0,0,0,6,10
"A_C_D_contig_65885",0,0,0,3,5
"A_C_D_contig_65886",0,0,0,6,73
"A_C_D_contig_65887",0,0,0,2,9
"A_C_D_contig_65888",0,0,0,8,25
"A_C_D_contig_65889",0,0,0,8,25
"A_C_D_contig_6589",0,68,75,5,46
"A_C_D_contig_65890",0,0,0,6,13
"A_C_D_contig_65891",0,0,0,4,17
"A_C_D_contig_65892",0,0,0,3,5
"A_C_D_contig_65893",0,0,0,1,66
"A_C_D_contig_65894",75,79,93,1,55
"A_C_D_contig_65895",0,0,0,3,25
"A_C_D_contig_65896",0,0,0,5,8
"A_C_D_contig_65897",0,0,0,2,43
"A_C_D_contig_65898",0,0,0,3,53
"A_C_D_contig_65899",0,0,0,5,10
"A_C_D_contig_659",53,52,65,1,38
"A_C_D_contig_6590",0,0,0,6,13
"A_C_D_contig_65900",0,0,0,2,20
"A_C_D_contig_65901",0,0,0,6,13
"A_C_D_contig_65902",0,0,0,6,8
"A_C_D_contig_65903",0,0,0,3,81
"A_C_D_contig_65904",90,97,119,2,48
"A_C_D_contig_65905",0,0,0,1,69
"A_C_D_contig_65906",0,0,0,5,63
"A_C_D_contig_65907",0,0,0,2,47
"A_C_D_contig_65908",0,0,0,6,73
"A_C_D_contig_65909",0,0,0,2,28
"A_C_D_contig_6591",0,0,0,2,34
"A_C_D_contig_65910",0,0,0,2,72
"A_C_D_contig_65911",0,0,0,5,63
"A_C_D_contig_65912",0,0,0,3,72
"A_C_D_contig_65913",0,0,0,4,9
"A_C_D_contig_65914",0,0,0,3,21
"A_C_D_contig_65915",0,0,0,2,81
"A_C_D_contig_65916",0,0,0,1,80
"A_C_D_contig_65917",0,0,0,3,43
"A_C_D_contig_65918",0,0,0,1,17
"A_C_D_contig_65919",0,0,0,2,17
"A_C_D_contig_6592",0,0,0,2,43
"A_C_D_contig_65920",0,0,0,5,4
"A_C_D_contig_65921",0,0,0,2,28
"A_C_D_contig_65922",0,0,0,3,33
"A_C_D_contig_65923",0,87,98,3,59
"A_C_D_contig_65924",0,0,0,6,42
"A_C_D_contig_65925",0,0,0,6,61
"A_C_D_contig_65926",0,0,0,3,43
"A_C_D_contig_65927",0,0,0,3,22
"A_C_D_contig_65928",0,0,0,3,28
"A_C_D_contig_65929",0,0,0,2,28
"A_C_D_contig_6593",53,52,85,1,84
"A_C_D_contig_65930",0,0,0,2,59
"A_C_D_contig_65931",0,0,0,2,44
"A_C_D_contig_65932",0,0,0,2,43
"A_C_D_contig_65933",0,0,0,3,72
"A_C_D_contig_65934",0,0,0,2,48
"A_C_D_contig_65935",0,0,0,2,44
"A_C_D_contig_65936",0,0,0,3,5
"A_C_D_contig_65937",0,0,0,2,48
"A_C_D_contig_65938",0,0,0,3,48
"A_C_D_contig_65939",0,0,0,8,53
"A_C_D_contig_6594",0,0,0,2,52
"A_C_D_contig_65940",0,0,0,4,17
"A_C_D_contig_65941",0,0,0,3,81
"A_C_D_contig_65942",0,0,0,4,18
"A_C_D_contig_65943",0,0,0,4,9
"A_C_D_contig_65944",0,0,0,5,73
"A_C_D_contig_65945",0,0,0,2,70
"A_C_D_contig_65946",0,0,0,3,72
"A_C_D_contig_65947",0,0,0,5,73
"A_C_D_contig_65948",0,0,0,1,68
"A_C_D_contig_65949",0,0,0,6,63
"A_C_D_contig_6595",46,45,57,8,36
"A_C_D_contig_65950",0,0,0,2,52
"A_C_D_contig_65951",0,0,0,2,48
"A_C_D_contig_65952",0,0,0,5,42
"A_C_D_contig_65953",0,0,0,2,48
"A_C_D_contig_65954",0,0,0,3,53
"A_C_D_contig_65955",0,0,0,3,30
"A_C_D_contig_65956",0,0,0,3,33
"A_C_D_contig_65957",74,76,107,2,52
"A_C_D_contig_65958",0,0,0,3,28
"A_C_D_contig_65959",96,105,121,3,5
"A_C_D_contig_6596",79,83,97,5,27
"A_C_D_contig_65960",0,0,0,2,28
"A_C_D_contig_65961",0,0,0,4,79
"A_C_D_contig_65962",0,0,0,3,72
"A_C_D_contig_65963",0,0,0,5,10
"A_C_D_contig_65964",0,0,0,1,69
"A_C_D_contig_65965",0,0,0,4,17
"A_C_D_contig_65966",0,0,0,4,18
"A_C_D_contig_65967",0,0,0,2,18
"A_C_D_contig_65968",0,0,0,5,73
"A_C_D_contig_65969",0,0,0,2,21
"A_C_D_contig_6597",0,0,0,8,45
"A_C_D_contig_65970",0,0,0,3,72
"A_C_D_contig_65971",0,0,0,2,48
"A_C_D_contig_65972",0,0,0,1,80
"A_C_D_contig_65973",0,0,0,5,27
"A_C_D_contig_65974",0,0,0,8,70
"A_C_D_contig_65975",0,0,0,3,81
"A_C_D_contig_65976",0,0,0,8,81
"A_C_D_contig_65977",88,92,106,2,59
"A_C_D_contig_65978",0,0,0,3,33
"A_C_D_contig_65979",92,100,115,2,9
"A_C_D_contig_6598",80,84,88,3,34
"A_C_D_contig_65980",0,0,0,4,17
"A_C_D_contig_65981",0,0,0,4,69
"A_C_D_contig_65982",0,0,0,2,44
"A_C_D_contig_65983",0,0,0,1,55
"A_C_D_contig_65984",0,0,0,8,41
"A_C_D_contig_65985",0,0,0,1,69
"A_C_D_contig_65986",0,0,0,5,4
"A_C_D_contig_65987",0,0,0,1,83
"A_C_D_contig_65988",0,0,0,2,58
"A_C_D_contig_65989",0,0,0,5,27
"A_C_D_contig_6599",0,0,0,2,81
"A_C_D_contig_65990",70,0,47,3,15
"A_C_D_contig_65991",0,0,0,2,43
"A_C_D_contig_65992",0,0,0,3,44
"A_C_D_contig_65993",0,0,0,5,10
"A_C_D_contig_65994",0,0,0,2,52
"A_C_D_contig_65995",0,0,0,5,63
"A_C_D_contig_65996",0,0,0,2,28
"A_C_D_contig_65997",0,0,0,4,18
"A_C_D_contig_65998",0,0,0,2,43
"A_C_D_contig_65999",0,0,0,3,70
"A_C_D_contig_66",6,6,8,6,75
"A_C_D_contig_660",0,0,0,5,42
"A_C_D_contig_6600",33,33,41,3,76
"A_C_D_contig_66000",0,0,0,6,10
"A_C_D_contig_66001",0,0,0,3,30
"A_C_D_contig_66002",0,0,0,4,17
"A_C_D_contig_66003",0,0,0,4,17
"A_C_D_contig_66004",74,99,95,2,34
"A_C_D_contig_66005",0,0,0,1,55
"A_C_D_contig_66006",0,0,0,3,34
"A_C_D_contig_66007",0,0,0,5,73
"A_C_D_contig_66008",0,0,0,3,81
"A_C_D_contig_66009",0,0,0,2,44
"A_C_D_contig_6601",54,51,63,7,54
"A_C_D_contig_66010",0,0,0,3,5
"A_C_D_contig_66011",103,103,120,4,66
"A_C_D_contig_66012",0,0,0,2,44
"A_C_D_contig_66013",0,0,0,5,25
"A_C_D_contig_66014",0,0,0,2,48
"A_C_D_contig_66015",0,0,0,2,28
"A_C_D_contig_66016",74,82,89,2,52
"A_C_D_contig_66017",0,0,0,3,70
"A_C_D_contig_66018",0,0,0,1,68
"A_C_D_contig_66019",0,0,0,2,28
"A_C_D_contig_6602",0,0,0,2,9
"A_C_D_contig_66020",0,0,0,2,44
"A_C_D_contig_66021",0,0,0,3,24
"A_C_D_contig_66022",0,0,0,2,28
"A_C_D_contig_66023",0,0,0,2,28
"A_C_D_contig_66024",0,0,0,2,43
"A_C_D_contig_66025",0,0,0,3,33
"A_C_D_contig_66026",0,0,0,5,73
"A_C_D_contig_66027",0,0,0,3,5
"A_C_D_contig_66028",0,0,0,2,52
"A_C_D_contig_66029",0,0,0,3,30
"A_C_D_contig_6603",0,0,0,5,27
"A_C_D_contig_66030",0,0,0,2,20
"A_C_D_contig_66031",0,0,0,2,48
"A_C_D_contig_66032",0,0,0,3,48
"A_C_D_contig_66033",0,0,0,5,73
"A_C_D_contig_66034",92,100,115,2,74
"A_C_D_contig_66035",92,100,115,2,52
"A_C_D_contig_66036",0,0,0,5,41
"A_C_D_contig_66037",0,0,0,3,81
"A_C_D_contig_66038",0,0,0,3,43
"A_C_D_contig_66039",0,0,0,3,5
"A_C_D_contig_6604",0,0,0,5,26
"A_C_D_contig_66040",0,0,0,2,28
"A_C_D_contig_66041",96,105,121,3,30
"A_C_D_contig_66042",0,0,0,2,20
"A_C_D_contig_66043",0,0,0,5,42
"A_C_D_contig_66044",0,0,0,3,25
"A_C_D_contig_66045",0,0,0,5,8
"A_C_D_contig_66046",0,0,0,8,53
"A_C_D_contig_66047",0,0,0,3,34
"A_C_D_contig_66048",0,0,0,2,9
"A_C_D_contig_66049",0,0,0,8,25
"A_C_D_contig_6605",0,0,0,5,68
"A_C_D_contig_66050",0,0,0,8,25
"A_C_D_contig_66051",0,0,0,2,44
"A_C_D_contig_66052",101,103,114,2,59
"A_C_D_contig_66053",0,0,0,8,41
"A_C_D_contig_66054",0,0,0,6,8
"A_C_D_contig_66055",0,0,0,4,17
"A_C_D_contig_66056",0,0,0,3,33
"A_C_D_contig_66057",0,0,0,2,44
"A_C_D_contig_66058",0,0,0,5,63
"A_C_D_contig_66059",0,0,0,4,79
"A_C_D_contig_6606",0,0,0,8,88
"A_C_D_contig_66060",0,0,0,3,81
"A_C_D_contig_66061",0,0,0,8,7
"A_C_D_contig_66062",0,0,0,2,48
"A_C_D_contig_66063",0,0,0,2,9
"A_C_D_contig_66064",0,0,0,2,18
"A_C_D_contig_66065",0,0,0,2,44
"A_C_D_contig_66066",0,0,0,5,89
"A_C_D_contig_66067",0,0,0,2,9
"A_C_D_contig_66068",0,0,0,5,73
"A_C_D_contig_66069",0,0,0,2,18
"A_C_D_contig_6607",0,0,0,3,88
"A_C_D_contig_66070",0,0,0,2,28
"A_C_D_contig_66071",0,0,0,5,4
"A_C_D_contig_66072",0,0,0,3,72
"A_C_D_contig_66073",0,0,0,4,17
"A_C_D_contig_66074",0,0,0,2,43
"A_C_D_contig_66075",0,0,0,8,25
"A_C_D_contig_66076",107,112,130,8,25
"A_C_D_contig_66077",109,0,119,3,5
"A_C_D_contig_66078",0,0,0,3,25
"A_C_D_contig_66079",0,0,0,4,79
"A_C_D_contig_6608",0,0,0,8,7
"A_C_D_contig_66080",0,0,0,3,81
"A_C_D_contig_66081",0,0,0,3,43
"A_C_D_contig_66082",0,0,0,2,28
"A_C_D_contig_66083",0,0,0,5,73
"A_C_D_contig_66084",0,0,0,4,79
"A_C_D_contig_66085",0,0,0,1,55
"A_C_D_contig_66086",0,0,0,2,48
"A_C_D_contig_66087",0,0,0,8,34
"A_C_D_contig_66088",0,0,0,8,22
"A_C_D_contig_66089",0,0,0,3,70
"A_C_D_contig_6609",0,0,0,1,3
"A_C_D_contig_66090",0,0,0,3,30
"A_C_D_contig_66091",0,0,0,3,70
"A_C_D_contig_66092",0,0,0,3,25
"A_C_D_contig_66093",0,0,0,2,43
"A_C_D_contig_66094",0,0,0,3,22
"A_C_D_contig_66095",106,114,128,3,25
"A_C_D_contig_66096",0,0,0,3,34
"A_C_D_contig_66097",0,0,0,4,55
"A_C_D_contig_66098",0,0,0,5,73
"A_C_D_contig_66099",0,0,0,4,17
"A_C_D_contig_661",50,41,25,8,39
"A_C_D_contig_6610",0,0,0,1,78
"A_C_D_contig_66100",0,0,0,4,74
"A_C_D_contig_66101",0,0,0,3,31
"A_C_D_contig_66102",0,0,0,2,74
"A_C_D_contig_66103",0,0,0,2,41
"A_C_D_contig_66104",0,0,0,2,59
"A_C_D_contig_66105",0,0,0,5,63
"A_C_D_contig_66106",0,0,0,8,33
"A_C_D_contig_66107",69,103,106,2,52
"A_C_D_contig_66108",0,0,0,3,28
"A_C_D_contig_66109",0,0,0,3,70
"A_C_D_contig_6611",0,0,0,6,40
"A_C_D_contig_66110",0,0,0,3,72
"A_C_D_contig_66111",0,0,0,6,68
"A_C_D_contig_66112",0,0,0,5,42
"A_C_D_contig_66113",0,0,0,4,74
"A_C_D_contig_66114",0,0,0,3,33
"A_C_D_contig_66115",0,0,0,2,44
"A_C_D_contig_66116",44,54,58,6,86
"A_C_D_contig_66117",0,0,0,2,18
"A_C_D_contig_66118",0,0,0,2,48
"A_C_D_contig_66119",0,0,0,8,22
"A_C_D_contig_6612",0,0,0,2,20
"A_C_D_contig_66120",0,0,0,3,59
"A_C_D_contig_66121",0,0,0,3,59
"A_C_D_contig_66122",0,0,0,3,41
"A_C_D_contig_66123",0,0,0,4,79
"A_C_D_contig_66124",0,0,0,3,72
